Duration,Speaker,Language,Category,Turn,Classification,,
7.64,oma,ru,cds,contingent,praise,,
,oma,ru,cds,contingent,description,,
,oma,ru,cds,contingent,question,,
3.29,oma,ru,cds,contingent,question,,
0.81,tch,tch,tch,initiation,vocalisation,,
5.77,oma,ru,cds,contingent,vocal imitation,,
,oma,ru,cds,contingent,exclamation,,
,oma,ru,cds,contingent,exclamation,,
1.85,oma,ru,cds,contingent,exclamation,,
2.11,tch,tch,tch,contingent,babbling,,
3.64,oma,ru,cds,contingent,exclamation,,
,oma,ru,cds,contingent,backchannel,,
2.06,tch,tch,tch,contingent,vocalisation,,
1.54,oma,ru,cds,contingent,description,,
1.12,tch,tch,tch,contingent,fussing,,
7.83,oma,ru,cds,contingent,imperative,,
,oma,ru,cds,contingent,description,,
,oma,ru,cds,contingent,description,,
,oma,ru,cds,contingent,description,,
,oma,ru,cds,contingent,description,,
0.64,tch,tch,tch,contingent,vocalisation,,
1.8,oma,ru,cds,contingent,scaffolding,,
,oma,ru,cds,contingent,backchannel,,
2.12,tch,tch,tch,contingent,fussing,,
2.64,oma,ru,cds,contingent,description,,
,oma,ru,cds,contingent,question,,
5.66,oma,ru,cds,contingent,question,,
,oma,ru,cds,contingent,question,,
,oma,ru,cds,contingent,question,,
0.68,tch,tch,tch,contingent,iconic,,
2.78,oma,ru,cds,contingent,repair 3,,
,oma,ru,cds,contingent,iconic imitation,,
6.32,oma,ru,cds,contingent,question,,
,oma,ru,cds,contingent,question,,
,oma,ru,cds,contingent,question,,
1.441,oma,ru,cds,contingent,question,,
1.1,oma,ru,cds,contingent,question,,
0.9,tch,tch,tch,contingent,babbling,,
1.319,oma,ru,cds,contingent,vocal imitation,,
1.76,oma,ru,cds,contingent,vocal imitation,,
7.04,oma,ru,cds,contingent,play,,
,oma,ru,cds,contingent,play,,
,oma,ru,cds,contingent,play,,
,oma,ru,cds,contingent,play,,
3.42,tch,tch,tch,contingent,babbling,,
5,oma,ru,cds,contingent,repair 3,,
,oma,ru,cds,contingent,scaffolding,,
,oma,ru,cds,contingent,scaffolding,,
,oma,ru,cds,contingent,scaffolding,,
1.38,oma,ru,cds,contingent,scaffolding,,
1.82,oma,ru,cds,contingent,play,,
1.99,tch,tch,tch,contingent,iconic,,
6.31,oma,ru,cds,contingent,backchannel,,
,oma,ru,cds,contingent,iconic imitation,,
,oma,ru,cds,contingent,iconic imitation,,
5.55,tch,tch,tch,contingent,iconic,,
3.06,oma,ru,cds,contingent,iconic imitation,,
1.81,tch,tch,tch,contingent,squeaking,,
3.13,oma,ru,cds,contingent,syntactic expansion,,
,oma,ru,cds,contingent,backchannel,,
4.12,oma,ru,cds,contingent,singing,,
3.46,tch,tch,tch,contingent,squeaking,,
0.81,oma,ru,cds,contingent,backchannel,,
3.73,tch,tch,tch,contingent,iconic,,
1.82,oma,ru,cds,contingent,iconic imitation,,
1.48,oma,ru,cds,non-contingent,backchannel,,
1.92,oma,ru,cds,non-contingent,description,,
1,oma,ru,cds,initiation,syntactic expansion,,
0.88,tch,tch,tch,contingent,iconic,,
2.47,oma,ru,cds,contingent,exclamation,,
0.87,tch,tch,tch,contingent,vocalisation,,
2.42,oma,ru,cds,contingent,description,,
1,tch,tch,tch,contingent,babbling,,
0.68,oma,ru,cds,contingent,unintelligible,,
1,tch,tch,tch,contingent,babbling,,
1.42,oma,ru,cds,contingent,backchannel,,
4.38,oma,ru,cds,contingent,description,,
,oma,ru,cds,contingent,backchannel,,
0.86,tch,tch,tch,initiation,babbling,,
0.81,oma,ru,cds,contingent,backchannel,,
2.71,oma,ru,cds,non-contingent,description,,
,oma,ru,cds,non-contingent,scaffolding,,
1.52,oma,ru,cds,non-contingent,scaffolding,,
,oma,ru,cds,non-contingent,scaffolding,,
1.36,oma,ru,cds,non-contingent,scaffolding,,
1.35,oma,ru,cds,initiation,unintelligible,,
1.7,tch,tch,tch,contingent,iconic,,
1.5,oma,ru,cds,contingent,semantic expansion,,
1.09,tch,tch,tch,contingent,iconic,,
1.11,oma,ru,cds,contingent,semantic expansion,,
1.05,tch,tch,tch,contingent,iconic,,
3.69,oma,ru,cds,contingent,imperative,,
,oma,ru,cds,contingent,semantic expansion,,
0.71,tch,tch,tch,contingent,babbling,,
0.83,oma,ru,cds,contingent,vocal imitation,,
3.14,tch,tch,tch,contingent,babbling,,
1.49,oma,ru,cds,contingent,backchannel,,
3.38,oma,ru,cds,contingent,imperative,,
,oma,ru,cds,contingent,backchannel,,
3.56,tch,tch,tch,non-contingent,babbling,,
1.95,oma,ru,cds,non-contingent,question,,
,oma,ru,cds,initiation,question,,
1.38,tch,tch,tch,contingent,babbling,,
2.54,oma,ru,cds,contingent,scaffolding,,
,oma,ru,cds,contingent,description,,
3.12,tch,tch,tch,contingent,grunting,,
4.55,oma,ru,cds,contingent,description,,
,oma,ru,cds,contingent,question,,
,oma,ru,cds,contingent,question,,
4.69,tch,tch,tch,contingent,fussing,,
1.09,oma,ru,cds,initiation,description,,
0.66,tch,tch,tch,contingent,vocalisation,,
0.99,oma,ru,cds,contingent,backchannel,,
1.21,tch,tch,tch,contingent,babbling,,
2.13,oma,ru,cds,contingent,prosodic imitation,,
0.8,tch,tch,tch,contingent,grunting,,
1.48,oma,ru,cds,contingent,imperative,,
6.59,oma,ru,cds,contingent,question,,
,oma,ru,cds,contingent,question,,
,oma,ru,cds,contingent,question,,
,oma,ru,cds,contingent,question,,
,oma,ru,cds,contingent,scaffolding,,
3.2,tch,tch,tch,contingent,speech-like,,
2.7,oma,ru,cds,contingent,repair 3,,
1.01,tch,tch,tch,contingent,speech-like,,
3.24,oma,ru,cds,contingent,semantic expansion,,
,oma,ru,cds,contingent,description,,
0.81,tch,tch,tch,contingent,fussing,,
6.2,oma,ru,cds,contingent,semantic expansion,,
,oma,ru,cds,contingent,exclamation,,
7.61,oma,ru,cds,contingent,description,,
,oma,ru,cds,contingent,backchannel,,
,oma,ru,cds,contingent,exclamation,,
2.18,tch,tch,tch,contingent,babbling,,
1.01,oma,ru,cds,contingent,vocal imitation,,
0.65,tch,tch,tch,contingent,vocalisation,,
1.6,oma,ru,cds,contingent,question,,
0.88,tch,tch,tch,contingent,squeaking,,
6.19,oma,ru,cds,contingent,backchannel,,
,oma,ru,cds,contingent,question,,
14.16,oma,ru,cds,contingent,description,,
,oma,ru,cds,contingent,exclamation,,
,oma,ru,cds,contingent,description,,
,oma,ru,cds,contingent,scaffolding,,
,oma,ru,cds,contingent,description,,
1.63,tch,tch,tch,contingent,fussing,,
4.35,oma,ru,cds,contingent,imperative,,
,oma,ru,cds,contingent,imperative,,
,oma,ru,cds,contingent,question,,
1.74,oma,ru,cds,contingent,question,,
0.71,tch,tch,tch,contingent,babbling,,
11.7,oma,ru,cds,contingent,question,,
,oma,ru,cds,contingent,question,,
,oma,ru,cds,contingent,question,,
,oma,ru,cds,contingent,question,,
,oma,ru,cds,contingent,description,,
,oma,ru,cds,contingent,question,,
3.4,oma,ru,cds,non-contingent,question,,
,oma,ru,cds,non-contingent,question,,
,oma,ru,cds,non-contingent,question,,
3.75,oma,ru,cds,non-contingent,question,,
,oma,ru,cds,non-contingent,question,,
3.12,oma,ru,cds,non-contingent,question,,
2.52,oma,ru,cds,non-contingent,question,,
4.6,oma,ru,cds,non-contingent,description,,
,oma,ru,cds,non-contingent,question,,
7.66,oma,ru,cds,non-contingent,description,,
,oma,ru,cds,non-contingent,iconic,,
,oma,ru,cds,non-contingent,iconic,,
,oma,ru,cds,non-contingent,question,,
6.73,oma,ru,cds,non-contingent,imperative,,
,oma,ru,cds,non-contingent,question,,
,oma,ru,cds,initiation,imperative,,
2.45,tch,tch,tch,contingent,fussing,,
3.4,oma,ru,cds,contingent,question,,
2.56,tch,tch,tch,contingent,fussing,,
2.07,oma,ru,cds,contingent,exclamation,,
1.02,tch,tch,tch,contingent,vocalisation,,
5.58,oma,ru,cds,contingent,backchannel,,
,oma,ru,cds,contingent,description,,
3.7,oma,ru,cds,contingent,iconic,,
,oma,ru,cds,contingent,description,,
1.33,tch,tch,tch,contingent,fussing,,
1.68,oma,ru,cds,contingent,description,,
1.39,tch,tch,tch,contingent,fussing,,
4.67,oma,ru,cds,contingent,exclamation,,
,oma,ru,cds,contingent,iconic,,
1.3,tch,tch,tch,contingent,grunting,,
3.73,oma,ru,cds,contingent,exclamation,,
1.54,tch,tch,tch,contingent,fussing,,
2.58,oma,ru,cds,contingent,description,,
1.56,tch,tch,tch,contingent,fussing,,
1.81,tch,tch,tch,non-contingent,grunting,,
3.17,tch,tch,tch,initiation,fussing,,
1.48,oma,ru,cds,contingent,exclamation,,
2.55,oma,ru,cds,contingent,description,,
3.31,oma,ru,cds,contingent,play,,
2.44,tch,tch,tch,contingent,fussing,,
7.19,oma,ru,cds,contingent,question,,
,oma,ru,cds,contingent,description,,
,oma,ru,cds,contingent,exclamation,,
3.02,tch,tch,tch,contingent,fussing,,
2.57,oma,ru,cds,contingent,description,,
11.22,tch,tch,tch,contingent,fussing,,
1.17,oma,ru,cds,contingent,play,,
7.36,tch,tch,tch,contingent,fussing,,
5.92,oma,ru,cds,contingent,play,,
1.21,tch,tch,tch,contingent,grunting,,
9.49,oma,ru,cds,contingent,play,,
1.28,tch,tch,tch,non-contingent,vocalisation,,
2.76,tch,tch,tch,non-contingent,babbling,,
3.93,oma,ru,cds,non-contingent,play,,
4.48,oma,ru,cds,non-contingent,play,,
,oma,ru,cds,initiation,scaffolding,,
1.25,tch,tch,tch,contingent,vocalisation,,
0.39,oma,ru,cds,contingent,backchannel,,
0.85,tch,tch,tch,initiation,vocalisation,,
0.55,oma,ru,cds,contingent,vocal imitation,,
0.6,tch,tch,tch,contingent,vocalisation,,
0.57,oma,ru,cds,contingent,imperative,,
4.75,tch,tch,tch,contingent,babbling,,
3.88,oma,ru,cds,contingent,backchannel,,
,oma,ru,cds,contingent,imperative,,
4.99,oma,ru,cds,contingent,imperative,,
,oma,ru,cds,contingent,description,,
,oma,ru,cds,contingent,imperative,,
0.88,tch,tch,tch,contingent,fussing,,
12.88,oma,ru,cds,contingent,imperative,,
,oma,ru,cds,contingent,exclamation,,
,oma,ru,cds,contingent,description,,
,oma,ru,cds,non-contingent,description,,
,oma,ru,cds,non-contingent,iconic,,
,oma,ru,cds,non-contingent,iconic,,
,oma,ru,cds,non-contingent,question,,
4.37,oma,ru,cds,non-contingent,exclamation,,
,oma,ru,cds,initiation,description,,
0.87,tch,tch,tch,contingent,vocalisation,,
7.58,oma,ru,cds,contingent,backchannel,,
,oma,ru,cds,contingent,prosodic imitation,,
,oma,ru,cds,contingent,description,,
,oma,ru,cds,non-contingent,description,,
16.45,oma,ru,cds,non-contingent,exclamation,,
,oma,ru,cds,non-contingent,description,,
,oma,ru,cds,non-contingent,description,,
,oma,ru,cds,non-contingent,description,,
,oma,ru,cds,non-contingent,scaffolding,,
,oma,ru,cds,non-contingent,scaffolding,,
,oma,ru,cds,non-contingent,imperative,,
,oma,ru,cds,non-contingent,imperative,,
0.87,oma,ru,cds,initiation,praise,,
0.66,tch,tch,tch,contingent,vocalisation,,
9.14,oma,ru,cds,contingent,backchannel,,
,oma,ru,cds,contingent,backchannel,,
,oma,ru,cds,contingent,description,,
,oma,ru,cds,non-contingent,exclamation,,
8.58,oma,ru,cds,non-contingent,description,,
,oma,ru,cds,non-contingent,description,,
,oma,ru,cds,non-contingent,imperative,,
,oma,ru,cds,non-contingent,exclamation,,
,oma,ru,cds,non-contingent,scaffolding,,
1.64,oma,ru,cds,non-contingent,scaffolding,,
2.24,oma,ru,cds,non-contingent,question,,
2.43,oma,ru,cds,non-contingent,imperative,,
,oma,ru,cds,non-contingent,scaffolding,,
6.62,oma,ru,cds,non-contingent,exclamation,,
,oma,ru,cds,non-contingent,description,,
1.43,tch,tch,tch,non-contingent,babbling,,
0.87,oma,ru,cds,initiation,question,,
1.02,tch,tch,tch,contingent,vocalisation,,
9.35,oma,ru,cds,contingent,exclamation,,
,oma,ru,cds,contingent,scaffolding,,
,oma,ru,cds,non-contingent,imperative,,
,oma,ru,cds,non-contingent,exclamation,,
,oma,ru,cds,non-contingent,imperative,,
,oma,ru,cds,non-contingent,imperative,,
2.27,oma,ru,cds,non-contingent,imperative,,
,oma,ru,cds,non-contingent,praise,,
3.48,oma,ru,cds,non-contingent,imperative,,
,oma,ru,cds,non-contingent,scaffolding,,
,oma,ru,cds,non-contingent,praise,,
3.52,oma,ru,cds,non-contingent,imperative,,
,oma,ru,cds,non-contingent,imperative,,
10.07,oma,ru,cds,non-contingent,description,,
,oma,ru,cds,non-contingent,question,,
,oma,ru,cds,non-contingent,question,,
,oma,ru,cds,non-contingent,description,,
5.08,oma,ru,cds,non-contingent,question,,
,oma,ru,cds,non-contingent,question,,
,oma,ru,cds,non-contingent,exclamation,,
2.98,oma,ru,cds,non-contingent,exclamation,,
,oma,ru,cds,initiation,play,,
1.4,tch,tch,tch,contingent,iconic,,
7.37,oma,ru,cds,contingent,iconic imitation,,
,oma,ru,cds,contingent,scaffolding,,
,oma,ru,cds,contingent,description,,
,oma,ru,cds,contingent,description,,
,oma,ru,cds,non-contingent,exclamation,,
4.41,oma,ru,cds,non-contingent,description,,
,oma,ru,cds,non-contingent,backchannel,,
,oma,ru,cds,non-contingent,description,,
6.95,oma,ru,cds,non-contingent,play,,
,oma,ru,cds,non-contingent,description,,
,oma,ru,cds,initiation,exclamation,,
0.74,tch,tch,tch,contingent,tch,,
3.11,oma,ru,cds,contingent,description,,
,oma,ru,cds,contingent,imperative,,
2.84,oma,ru,cds,contingent,scaffolding,,
,oma,ru,cds,contingent,scaffolding,,
1.19,tch,tch,tch,contingent,iconic,,
5.26,oma,ru,cds,contingent,iconic imitation,,
,oma,ru,cds,contingent,backchannel,,
,oma,ru,cds,contingent,scaffolding,,
0.6,tch,tch,tch,contingent,grunting,,
6.65,oma,ru,cds,contingent,imperative,,
,oma,ru,cds,contingent,imperative,,
,oma,ru,cds,contingent,description,,
,oma,ru,cds,contingent,imperative,,
4.39,oma,ru,cds,non-contingent,scaffolding,,
,oma,ru,cds,non-contingent,description,,
4.62,oma,ru,cds,non-contingent,description,,
,oma,ru,cds,non-contingent,scaffolding,,
,oma,ru,cds,initiation,description,,
1.11,tch,tch,tch,contingent,vocalisation,,
3.96,oma,ru,cds,contingent,backchannel,,
,oma,ru,cds,contingent,imperative,,
,oma,ru,cds,contingent,imperative,,
,oma,ru,cds,contingent,description,,
1.14,tch,tch,tch,contingent,babbling,,
5.97,oma,ru,cds,contingent,iconic imitation,,
,oma,ru,cds,contingent,question,,
,oma,ru,cds,contingent,question,,
,oma,ru,cds,contingent,question,,
1.03,tch,tch,tch,contingent,iconic,,
5.95,oma,ru,cds,contingent,iconic imitation,,
,oma,ru,cds,contingent,description,,
,oma,ru,cds,contingent,description,,
1.168,tch,tch,tch,contingent,iconic,,
0.62,oma,ru,cds,contingent,backchannel,,
3.573,oma,ru,cds,contingent,backchannel,,
,oma,ru,cds,non-contingent,question,,
,oma,ru,cds,non-contingent,question,,
6.9,oma,ru,cds,non-contingent,question,,
,oma,ru,cds,non-contingent,question,,
,oma,ru,cds,non-contingent,question,,
7.484,oma,ru,cds,non-contingent,exclamation,,
,oma,ru,cds,non-contingent,description,,
,oma,ru,cds,non-contingent,description,,
,oma,ru,cds,non-contingent,backchannel,,
4.216,oma,ru,cds,non-contingent,description,,
,oma,ru,cds,non-contingent,question,,
,oma,ru,cds,initiation,question,,
0.584,tch,tch,tch,contingent,vocalisation,,
7.516,oma,ru,cds,contingent,scaffolding,,
,oma,ru,cds,contingent,description,,
,oma,ru,cds,contingent,description,,
,oma,ru,cds,non-contingent,description,,
,oma,ru,cds,non-contingent,question,,
3.866,oma,ru,cds,non-contingent,description,,
,oma,ru,cds,non-contingent,question,,
,oma,ru,cds,non-contingent,description,,
,oma,ru,cds,initiation,question,,
2.35,tch,tch,tch,contingent,vocalisation,,
7.825,oma,ru,cds,contingent,question,,
,oma,ru,cds,contingent,scaffolding,,
,oma,ru,cds,contingent,imperative,,
,oma,ru,cds,contingent,description,,
,oma,ru,cds,contingent,description,,
0.816,tch,tch,tch,contingent,vocalisation,,
4.875,oma,ru,cds,contingent,scaffolding,,
,oma,ru,cds,non-contingent,imperative,,
,oma,ru,cds,non-contingent,imperative,,
2.592,oma,ru,cds,non-contingent,imperative,,
,oma,ru,cds,non-contingent,scaffolding,,
3.133,oma,ru,cds,non-contingent,scaffolding,,
,oma,ru,cds,non-contingent,praise,,
,oma,ru,cds,initiation,description,,
0.992,tch,tch,tch,contingent,fussing,,
2.933,oma,ru,cds,contingent,question,,
,oma,ru,cds,contingent,question,,
,oma,ru,cds,contingent,description,,
0.892,tch,tch,tch,contingent,babbling,,
2.058,oma,ru,cds,contingent,backchannel,,
,oma,ru,cds,contingent,imperative,,
1.141,tch,tch,tch,contingent,grunting,,
9.308,oma,ru,cds,contingent,scaffolding,,
,tch,tch,tch,contingent,fussing,,
,oma,ru,cds,contingent,description,,
,oma,ru,cds,contingent,imperative,,
,oma,ru,cds,contingent,imperative,,
,oma,ru,cds,contingent,description,,
2.575,oma,ru,cds,contingent,exclamation,,
,oma,ru,cds,contingent,description,,
0.75,tch,tch,tch,contingent,vocalisation,,
3.417,oma,ru,cds,contingent,description,,
,oma,ru,cds,contingent,play,,
0.784,tch,tch,tch,contingent,vocalisation,,
2.666,oma,ru,cds,contingent,description,,
0.525,tch,tch,tch,contingent,vocalisation,,
4.367,oma,ru,cds,contingent,description,,
,oma,ru,cds,contingent,description,,
0.708,oma,ru,cds,non-contingent,exclamation,,
1.167,oma,ru,cds,initiation,imperative,,
0.658,tch,tch,tch,contingent,vocalisation,,
2.867,oma,ru,cds,contingent,imperative,,
,oma,ru,cds,contingent,backchannel,,
,oma,ru,cds,non-contingent,question,,
2.825,oma,ru,cds,non-contingent,exclamation,,
5.4,oma,ru,cds,non-contingent,description,,
,oma,ru,cds,non-contingent,scaffolding,,
,oma,ru,cds,non-contingent,description,,
3.575,oma,ru,cds,non-contingent,praise,,
,oma,ru,cds,non-contingent,imperative,,
4.059,oma,ru,cds,non-contingent,scaffolding,,
,oma,ru,cds,non-contingent,backchannel,,
,oma,ru,cds,non-contingent,exclamation,,
3.792,oma,ru,cds,non-contingent,description,,
3.44,oma,ru,cds,non-contingent,description,,
1.1,oma,ru,cds,non-contingent,scaffolding,,
1.234,oma,ru,cds,initiation,scaffolding,,
0.542,tch,tch,tch,contingent,vocalisation,,
2.7,oma,ru,cds,contingent,scaffolding,,
,oma,ru,cds,contingent,praise,,
3.659,oma,ru,cds,contingent,question,,
,oma,ru,cds,contingent,praise,,
1.692,oma,ru,cds,contingent,exclamation,,
3.242,tch,tch,tch,contingent,babbling,,
2.558,oma,ru,cds,contingent,exclamation,,
,oma,ru,cds,contingent,backchannel,,
4.183,oma,ru,cds,contingent,backchannel,,
,oma,ru,cds,contingent,backchannel,,
,oma,ru,cds,contingent,backchannel,,
5.916,oma,ru,cds,non-contingent,scaffolding,,
,oma,ru,cds,non-contingent,praise,,
,oma,ru,cds,non-contingent,backchannel,,
4.292,oma,ru,cds,initiation,description,,
0.833,tch,tch,tch,contingent,vocalisation,,
4.392,oma,ru,cds,contingent,description,,
,oma,ru,cds,contingent,exclamation,,
,oma,ru,cds,contingent,exclamation,,
1.441,tch,tch,tch,contingent,babbling,,
5.958,oma,ru,cds,contingent,exclamation,,
,oma,ru,cds,contingent,description,,
,oma,ru,cds,non-contingent,description,,
,oma,ru,cds,non-contingent,description,,
1.922,oma,ru,cds,non-contingent,description,,
6.8,oma,ru,cds,non-contingent,description,,
,oma,ru,cds,initiation,description,,
1,tch,tch,tch,contingent,speech-like,,
3.052,oma,ru,cds,contingent,scaffolding,,
3.967,oma,ru,cds,non-contingent,exclamation,,
,oma,ru,cds,non-contingent,imperative,,
,oma,ru,cds,non-contingent,description,,
3.925,oma,ru,cds,non-contingent,description,,
,oma,ru,cds,non-contingent,description,,
3.779,oma,ru,cds,non-contingent,description,,
,oma,ru,cds,non-contingent,scaffolding,,
4.64,oma,ru,cds,non-contingent,description,,
,oma,ru,cds,non-contingent,imperative,,
0.992,oma,ru,cds,initiation,play,,
0.791,tch,tch,tch,contingent,vocalisation,,
3.808,oma,ru,cds,contingent,description,,
,oma,ru,cds,contingent,backchannel,,
4.008,oma,ru,cds,contingent,description,,
,oma,ru,cds,contingent,exclamation,,
0.575,tch,tch,tch,contingent,speech-like,,
4.533,oma,ru,cds,contingent,vocal imitation,,
,oma,ru,cds,non-contingent,description,,
,oma,ru,cds,non-contingent,scaffolding,,
1.725,oma,ru,cds,initiation,description,,
1.783,tch,tch,tch,contingent,babbling,,
5.967,oma,ru,cds,contingent,description,,
,oma,ru,cds,contingent,scaffolding,,
,oma,ru,cds,contingent,scaffolding,,
,oma,ru,cds,non-contingent,description,,
,oma,ru,cds,non-contingent,description,,
,oma,ru,cds,non-contingent,imperative,,
,oma,ru,cds,non-contingent,description,,
5.267,oma,ru,cds,non-contingent,description,,
,oma,ru,cds,non-contingent,scaffolding,,
,oma,ru,cds,non-contingent,description,,
,oma,ru,cds,non-contingent,description,,
,oma,ru,cds,non-contingent,praise,,
2.191,oma,ru,cds,non-contingent,praise,,
,oma,ru,cds,non-contingent,imperative,,
8.217,oma,ru,cds,non-contingent,description,,
,oma,ru,cds,non-contingent,description,,
,oma,ru,cds,non-contingent,description,,
1.916,oma,ru,cds,initiation,question,,
0.467,tch,tch,tch,contingent,speech-like,,
